Agent,Author,Repo,CommitSha,smell_type,smell_name,Method,Line,File,Description
Human,TobikoData,sqlmesh,66b42523a280513ab975472b1a1dc5af6f5e166f,implementation,Long method,test_convert_to_time_column,2250 - 2326,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/TobikoData$sqlmesh/Human/TobikoData$sqlmesh/66b42523a280513ab975472b1a1dc5af6f5e166f/tests/core/test_model.py,Method 'test_convert_to_time_column' is too long (74 lines).
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,test_multiple_accelerators_unordered,576,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/smoke_tests/test_basic.py,A line with 207 chars in test_multiple_accelerators_unordered exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long method,_process_async_embedding_cached_response,296 - 398,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/caching/caching_handler.py,Method '_process_async_embedding_cached_response' is too long (79 lines).
Human,exo-lang,exo,7eb5d3b5d9e017e667b454c17cb6488c3202d03a,implementation,Long statement,do_s,2398,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/exo-lang$exo/Human/exo-lang$exo/7eb5d3b5d9e017e667b454c17cb6488c3202d03a/src/exo/rewrite/new_eff.py,A line with 236 chars in do_s exceeds the maximum length of 120 characters.
Human,exo-lang,exo,7eb5d3b5d9e017e667b454c17cb6488c3202d03a,implementation,Long statement,do_s,2411,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/exo-lang$exo/Human/exo-lang$exo/7eb5d3b5d9e017e667b454c17cb6488c3202d03a/src/exo/rewrite/new_eff.py,A line with 184 chars in do_s exceeds the maximum length of 120 characters.
Human,TobikoData,sqlmesh,8300fadcee389d811ae10a311f43e3ad0ea5345c,implementation,Long statement,rewrite,771,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/TobikoData$sqlmesh/Human/TobikoData$sqlmesh/8300fadcee389d811ae10a311f43e3ad0ea5345c/sqlmesh/magics.py,A line with 166 chars in rewrite exceeds the maximum length of 120 characters.
Human,TobikoData,sqlmesh,8300fadcee389d811ae10a311f43e3ad0ea5345c,implementation,Long statement,rewrite,776,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/TobikoData$sqlmesh/Human/TobikoData$sqlmesh/8300fadcee389d811ae10a311f43e3ad0ea5345c/sqlmesh/magics.py,A line with 122 chars in rewrite exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,_add_auth_to_cluster_config,891,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/backends/backend_utils.py,A line with 128 chars in _add_auth_to_cluster_config exceeds the maximum length of 120 characters.
Devin,AgentOps-AI,agentops,4238eb251acf0f6b837c56004a1d1b497b393b67,implementation,Long identifier,_with_embeddings_telemetry_wrapper,45,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Devin/AgentOps-AI$agentops/4238eb251acf0f6b837c56004a1d1b497b393b67/agentops/instrumentation/openai/utils.py,Identifier'_with_embeddings_telemetry_wrapper' exceeds the maximum length of 30 characters.
Human,Skyvern-AI,skyvern,4407c19417d59451b4e7b96af6012bf275c7373d,implementation,Long identifier,generate_persistent_browser_session_id,166,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Skyvern-AI$skyvern/Human/Skyvern-AI$skyvern/4407c19417d59451b4e7b96af6012bf275c7373d/skyvern/forge/sdk/db/id.py,Identifier'generate_persistent_browser_session_id' exceeds the maximum length of 30 characters.
Human,dlt-hub,dlt,3f2ed85b4f51c0a9e5861a476298b7c5a2e725b9,implementation,Long identifier,_build_parameterized_sqlglot_type,342,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/3f2ed85b4f51c0a9e5861a476298b7c5a2e725b9/dlt/common/libs/sqlglot.py,Identifier'_build_parameterized_sqlglot_type' exceeds the maximum length of 30 characters.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Long statement,test_re_use_azure_async_client,2896,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/local_testing/test_completion.py,A line with 148 chars in test_re_use_azure_async_client exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,a8022f31d3a43041d5197d804e882bf10528cde7,implementation,Long statement,save,157,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Devin/crewAIInc$crewAI/a8022f31d3a43041d5197d804e882bf10528cde7/src/crewai/knowledge/storage/knowledge_storage.py,A line with 135 chars in save exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,faddb7dca2a569f3356a6b762bab5ed447c56ba6,implementation,Long statement,save,159,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Devin/crewAIInc$crewAI/faddb7dca2a569f3356a6b762bab5ed447c56ba6/src/crewai/knowledge/storage/knowledge_storage.py,A line with 135 chars in save exceeds the maximum length of 120 characters.
Human,getsentry,sentry-python,189e4a912ef922f400ef422d0827deac1fe1bab5,implementation,Long statement,patch_execute,158,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/getsentry$sentry-python/Human/getsentry$sentry-python/189e4a912ef922f400ef422d0827deac1fe1bab5/sentry_sdk/integrations/huey.py,A line with 154 chars in patch_execute exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long identifier,test_override_skypilot_config_without_original_config,583,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/test_config.py,Identifier'test_override_skypilot_config_without_original_config' exceeds the maximum length of 30 characters.
Human,marimo-team,marimo,db1a68e134683b898b89614c1349dc9c9fc57c84,implementation,Long statement,mutate_graph,987,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/marimo-team$marimo/Human/marimo-team$marimo/db1a68e134683b898b89614c1349dc9c9fc57c84/marimo/_runtime/runtime.py,A line with 853 chars in mutate_graph exceeds the maximum length of 120 characters.
Human,marimo-team,marimo,db1a68e134683b898b89614c1349dc9c9fc57c84,implementation,Long statement,mutate_graph,1098,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/marimo-team$marimo/Human/marimo-team$marimo/db1a68e134683b898b89614c1349dc9c9fc57c84/marimo/_runtime/runtime.py,A line with 124 chars in mutate_graph exceeds the maximum length of 120 characters.
Human,marimo-team,marimo,db1a68e134683b898b89614c1349dc9c9fc57c84,implementation,Long statement,mutate_graph,1124,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/marimo-team$marimo/Human/marimo-team$marimo/db1a68e134683b898b89614c1349dc9c9fc57c84/marimo/_runtime/runtime.py,A line with 126 chars in mutate_graph exceeds the maximum length of 120 characters.
Human,marimo-team,marimo,db1a68e134683b898b89614c1349dc9c9fc57c84,implementation,Long statement,mutate_graph,1171,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/marimo-team$marimo/Human/marimo-team$marimo/db1a68e134683b898b89614c1349dc9c9fc57c84/marimo/_runtime/runtime.py,A line with 237 chars in mutate_graph exceeds the maximum length of 120 characters.
Human,marimo-team,marimo,db1a68e134683b898b89614c1349dc9c9fc57c84,implementation,Long statement,mutate_graph,1186,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/marimo-team$marimo/Human/marimo-team$marimo/db1a68e134683b898b89614c1349dc9c9fc57c84/marimo/_runtime/runtime.py,A line with 315 chars in mutate_graph exceeds the maximum length of 120 characters.
Human,pytorch,pytorch,de945d78da9198e58df7c19c53b737d0f987ddff,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/de945d78da9198e58df7c19c53b737d0f987ddff/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,de945d78da9198e58df7c19c53b737d0f987ddff,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/de945d78da9198e58df7c19c53b737d0f987ddff/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,de945d78da9198e58df7c19c53b737d0f987ddff,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/de945d78da9198e58df7c19c53b737d0f987ddff/test/test_cuda.py,Magic number 31 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,c986eba560ba920b06371f4bcb333c9031d74983,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/c986eba560ba920b06371f4bcb333c9031d74983/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,c986eba560ba920b06371f4bcb333c9031d74983,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/c986eba560ba920b06371f4bcb333c9031d74983/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,c986eba560ba920b06371f4bcb333c9031d74983,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/c986eba560ba920b06371f4bcb333c9031d74983/test/test_cuda.py,Magic number 31 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,9ee506bd938b260e3cbd1f6a1c04bd136768f954,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1359,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/9ee506bd938b260e3cbd1f6a1c04bd136768f954/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,9ee506bd938b260e3cbd1f6a1c04bd136768f954,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1359,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/9ee506bd938b260e3cbd1f6a1c04bd136768f954/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,9ee506bd938b260e3cbd1f6a1c04bd136768f954,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1359,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/9ee506bd938b260e3cbd1f6a1c04bd136768f954/test/test_cuda.py,Magic number 31 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,abf28982a8cb43342e7669d859de9543fd804cc9,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/abf28982a8cb43342e7669d859de9543fd804cc9/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,abf28982a8cb43342e7669d859de9543fd804cc9,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/abf28982a8cb43342e7669d859de9543fd804cc9/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,abf28982a8cb43342e7669d859de9543fd804cc9,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/abf28982a8cb43342e7669d859de9543fd804cc9/test/test_cuda.py,Magic number 31 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,dad9bc346101acdfd64e92f75316ca112ad96f1c,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/dad9bc346101acdfd64e92f75316ca112ad96f1c/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,dad9bc346101acdfd64e92f75316ca112ad96f1c,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/dad9bc346101acdfd64e92f75316ca112ad96f1c/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,dad9bc346101acdfd64e92f75316ca112ad96f1c,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/dad9bc346101acdfd64e92f75316ca112ad96f1c/test/test_cuda.py,Magic number 31 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,a6763b7b81cd1a55c8316dfdb5bca19819a1429a,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/a6763b7b81cd1a55c8316dfdb5bca19819a1429a/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,a6763b7b81cd1a55c8316dfdb5bca19819a1429a,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/a6763b7b81cd1a55c8316dfdb5bca19819a1429a/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,a6763b7b81cd1a55c8316dfdb5bca19819a1429a,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/a6763b7b81cd1a55c8316dfdb5bca19819a1429a/test/test_cuda.py,Magic number 31 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,4ea189422deeca2d36d615a763ead8afccf9222d,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/4ea189422deeca2d36d615a763ead8afccf9222d/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,4ea189422deeca2d36d615a763ead8afccf9222d,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/4ea189422deeca2d36d615a763ead8afccf9222d/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,4ea189422deeca2d36d615a763ead8afccf9222d,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1270,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/4ea189422deeca2d36d615a763ead8afccf9222d/test/test_cuda.py,Magic number 31 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,c3f71eb61b474f750fd79ca29409dddb6365504e,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1273,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/c3f71eb61b474f750fd79ca29409dddb6365504e/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,c3f71eb61b474f750fd79ca29409dddb6365504e,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1273,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/c3f71eb61b474f750fd79ca29409dddb6365504e/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,c3f71eb61b474f750fd79ca29409dddb6365504e,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1273,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/c3f71eb61b474f750fd79ca29409dddb6365504e/test/test_cuda.py,Magic number 31 used in test_cuda_kernel_loop_overflow_large.
Human,pytorch,pytorch,388b75edec09182131be0dfe1abeafc5c3b91adf,implementation,Magic number,test_cuda_kernel_loop_overflow_large,1263,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/388b75edec09182131be0dfe1abeafc5c3b91adf/test/test_cuda.py,Magic number 2 used in test_cuda_kernel_loop_overflow_large.
